fid,ang_connectivity,ang_meandepth,class_connectivity,met_choice,met_choice_1000,met_choice_1250,met_choice_1500,met_choice_1750,met_choice_2000,met_choice_250,met_choice_2500,met_choice_3000,met_choice_500,met_choice_750,met_meandepth,met_meandepth_1000,met_meandepth_1250,met_meandepth_1500,met_meandepth_1750,met_meandepth_2000,met_meandepth_250,met_meandepth_2500,met_meandepth_3000,met_meandepth_500,met_meandepth_750,ang_choice,ang_choice_1000,ang_choice_1250,ang_choice_1500,ang_choice_1750,ang_choice_2000,ang_choice_250,ang_choice_2500,ang_choice_3000,ang_choice_500,ang_choice_750,ang_integration,ang_integration_1000,ang_integration_1250,ang_integration_1500,ang_integration_1750,ang_integration_2000,ang_integration_250,ang_integration_2500,ang_integration_3000,ang_integration_500,ang_integration_750,compteur,type_chemin,type_transport,jeu_7_9,jeu_11_13,jeu_17_19,sam_7_9,sam_11_13,sam_17_19
"2027",4.128839,7.7032199,5,9062,1498,2226,3293,4540,6117,111,8177,8719,358,763,1928.1272,608.42761,762.86652,928.37689,1111.6865,1302.0377,164.52324,1511.2963,1732.2842,298.65289,442.76129,3447,609,803,1571,1893,2523,48,3373,3476,120,421,432.06564,106.81551,135.20287,193.67331,239.23195,281.48199,24.587931,340.63007,377.50366,56.221306,82.35099,11/19,"0","0",132,192,320,59,150,268
"2028",2.2083414,7.8114219,4,28201,3225,4968,6973,9407,13134,265,18788,23376,941,1839,1964.7467,604.05725,761.20404,923.99597,1095.035,1291.8198,150.55794,1518.9093,1742.9293,282.76468,424.39941,2640,949,1092,1754,2047,2342,259,2792,2973,467,690,426.38922,103.38084,126.47285,180.3432,225.21742,266.56219,28.446089,329.04416,368.44611,54.862637,80.376694,12/19,"0","0",83,122,179,30,88,140
"2029",1.0744452,7.9142928,2,25047,2797,4335,6094,8217,11495,225,16612,20678,816,1606,1982.6606,608.75897,770.18549,931.82935,1100.8849,1297.6122,145.47881,1528.3322,1752.8348,283.16052,428.29886,1319,583,631,1029,1218,1342,204,1517,1586,318,452,420.84589,97.452705,121.52634,173.02734,217.60091,258.03363,25.223473,321.7438,361.58807,51.876026,76.916046,12/19,"0","0",83,122,179,30,88,140
"2030",1.9707689,8.8321943,2,22006,2441,3785,5321,7157,9991,193,14561,18101,730,1431,1998.1882,608.58301,776.70148,941.13507,1101.167,1299.6729,145.08423,1538.2717,1761.4734,285.42432,433.66232,90,279,266,458,503,475,166,395,343,208,272,376.17853,81.122643,102.71342,144.78329,184.86975,221.532,18.265148,280.01721,318.91544,39.592529,61.911804,12/19,"0","0",83,122,179,30,88,140
"2031",2.2058165,9.4150267,3,19078,2163,3332,4688,6242,8636,177,12643,15660,678,1300,2026.1025,609.06348,779.91125,946.29742,1098.028,1298.4867,138.1274,1556.3062,1771.8627,298.64557,437.96936,187,206,254,440,459,450,148,372,334,161,225,351.97141,70.91967,97.763245,114.14064,151.30968,186.33357,15.882719,253.76762,289.03241,33.486496,53.849667,12/19,"0","0",83,122,179,30,88,140
"2032",4.608273,9.1783705,5,7126,1305,1839,2654,3330,4249,153,5559,6315,535,890,2057.8647,606.37323,779.09698,945.36389,1093.8125,1295.2433,128.61633,1568.0229,1786.5233,303.18735,436.21936,113,211,427,284,267,261,79,219,231,77,161,359.34698,80.196678,102.34579,133.3726,165.10274,195.39267,13.964934,261.12997,296.90091,37.355801,59.971798,"00000","0","0",,,,,,
"2033",1.3871877,9.3903732,3,11649,1470,2256,3076,3907,5194,149,7499,9388,541,955,2053.8416,602.62262,781.62598,947.0459,1096.6106,1299.7014,126.08837,1569.7223,1783.4673,299.50302,437.49274,1475,257,440,715,786,980,93,1263,1359,142,223,353.0051,74.948616,102.9944,123.37585,159.48737,194.60571,15.873426,254.35342,292.23587,34.694183,55.146351,"00000","0","1",,,,,,
"2034",1.1934593,8.8396378,2,8830,1135,1790,2443,3073,4016,134,5741,7128,439,757,2063.5093,601.92084,791.3222,950.9845,1098.5114,1298.0343,126.05166,1571.1931,1789.475,300.47858,440.43472,2720,364,633,1058,1225,1608,91,2174,2338,155,260,375.04688,77.689575,105.78652,134.53238,174.47733,213.40111,14.639297,274.56091,314.08289,34.077744,55.734535,"00000","0","1",,,,,,
"2035",2.908185,8.2258606,3,6800,923,1499,2082,2614,3362,125,4662,5608,378,633,2081.8904,599.0387,801.27484,956.5661,1097.4858,1298.6799,128.40314,1573.5425,1790.504,304.68491,446.38934,4052,557,964,1512,1803,2364,101,3206,3468,216,364,403.33951,92.132416,119.81969,158.62317,200.567,244.76826,15.994085,303.06927,343.29227,41.872395,68.110039,"00000","0","1",,,,,,
"2036",3.222002,8.5792198,4,5624,880,1308,1712,2158,2768,103,3765,4628,333,544,2063.1279,607.58344,772.77991,942.58905,1097.3916,1289.7379,125.99224,1567.6708,1791.3402,301.371,435.71103,545,459,744,677,629,683,50,715,800,130,289,384.68982,92.3759,119.84128,149.92114,186.59756,220.66841,15.638846,287.07901,323.10718,46.640438,70.686623,"00000","0","0",,,,,,
"2037",2.5951178,8.297802,3,7639,1109,1602,2053,2605,3397,109,4759,6133,386,661,2038.3824,604.48029,762.91943,936.87714,1098.239,1287.1897,143.68759,1563.5266,1783.9333,293.88373,428.90448,559,614,955,866,847,832,54,842,1020,193,392,398.08746,100.52576,137.93126,178.088,209.01631,251.56534,19.152769,300.31152,346.47153,50.116154,80.021423,"00000","0","0",,,,,,
"2038",2.0047171,7.2899051,4,19004,3049,4358,5680,7266,9289,173,12712,15779,845,1748,1995.9965,600.7597,744.74799,925.68066,1090.2159,1285.328,155.10158,1543.0773,1766.4572,287.95758,421.69568,12103,6349,8211,9487,11052,12389,153,12147,12348,1166,3689,453.80374,138.04593,182.84572,233.92259,273.37265,310.53394,38.111439,358.86069,405.79828,76.372215,115.90064,"00000","1","0",,,,,,
"2039",2.9652004,7.2898512,4,10028,2097,2907,3828,4765,5842,111,7497,8719,638,1300,2029.1686,600.48541,759.05804,928.56775,1094.6289,1282.8721,160.75516,1558.6276,1778.1046,288.99152,427.05844,7730,5311,6532,7764,8997,9831,67,9135,8415,879,3034,453.80753,133.23592,180.41046,229.03307,267.19614,306.23282,30.76647,354.04758,402.28885,71.933083,114.56218,"00000","1","0",,,,,,
"2040",2.3700504,8.0298557,4,38314,4351,6541,9372,12818,16811,217,25774,31475,1254,2596,2062.7336,591.22375,765.36017,915.28497,1106.1519,1269.7095,157.75299,1584.4417,1820.1599,287.01352,405.5744,18100,2698,4160,5844,7287,8523,204,13951,16203,1233,1997,411.38986,107.75136,148.69582,179.29456,213.6057,245.46664,31.782347,315.39465,356.00922,69.698608,95.846855,"00000","0","0",,,,,,
"2041",1.6319599,8.0345011,3,33631,3597,5761,7896,10244,13289,176,21635,26931,965,2029,2046.2915,588.14301,762.13165,907.60388,1105.3799,1279.3496,158.68092,1579.1587,1810.839,292.11957,415.43396,7308,2081,2767,3586,4304,4572,162,6470,6369,1352,1957,411.14771,106.28835,148.77841,177.52435,215.14445,247.70068,27.82111,318.15314,357.57166,68.111694,92.271019,"00000","0","0",,,,,,
"2042",2.2863073,8.6225595,3,16859,2482,3531,5021,7357,9592,180,13288,15332,856,1600,2068.5093,589.3938,768.38184,921.67249,1106.835,1270.1315,153.78728,1590.0734,1827.8944,287.31424,412.81915,11380,1413,1760,2356,2934,3826,160,7168,9357,850,1039,382.91507,89.132889,117.18112,150.4254,182.66466,212.01556,25.257174,277.38458,321.24188,51.049442,70.23735,"00000","0","0",,,,,,
"2043",0.38199535,8.9002495,2,16773,2441,3460,4921,7205,9395,164,12936,15181,805,1543,2078.1965,598.67029,770.2254,917.99811,1110.2424,1268.6128,149.22481,1599.4292,1839.2379,294.7178,421.28726,9092,1186,1453,1927,2381,3137,141,5799,7495,743,871,370.97888,82.730865,111.95829,142.63272,172.48514,199.69586,22.322716,264.05289,309.61725,46.050396,65.175987,"00000","0","0",,,,,,
"2044",0.85064816,8.9305391,3,18087,2478,3513,4980,7272,9559,161,13256,16059,773,1525,2062.4631,607.67719,761.85767,925.41028,1106.6295,1276.8179,135.12943,1599.2996,1846.7206,292.54263,428.43103,7348,1091,1384,1817,2230,2875,145,4965,6305,695,804,369.92911,82.241066,113.09029,141.53488,172.62921,200.66258,21.555809,261.15906,307.75989,44.597717,63.519791,"00000","0","0",,,,,,
"2045",1.5163151,8.9806986,3,5255,997,1369,1781,2402,2998,88,4162,4820,371,674,2066.6785,615.62292,760.47681,924.90192,1107.4662,1279.0618,125.83756,1604.8582,1853.4802,297.76126,429.96115,2209,511,716,968,1168,1440,82,1984,2373,207,331,367.75415,81.802475,115.6191,143.17111,174.44374,201.85828,18.851416,259.14279,307.05072,41.239159,61.594326,"00000","0","0",,,,,,
"2046",0.17498405,8.9837446,2,4588,922,1252,1593,2084,2573,93,3513,4158,341,617,2068.4241,616.74915,759.27509,925.68402,1104.2434,1284.0474,126.53115,1607.2959,1859.3895,290.95731,429.87021,2053,542,789,1092,1326,1533,109,1869,2204,210,295,367.69193,82.541817,116.72823,142.99068,174.71553,201.8517,19.065037,258.09967,307.74716,40.124554,62.410034,"00000","0","0",,,,,,
"2047",1.7944747,8.9584513,3,6639,1101,1529,1964,2548,3197,122,4564,5792,372,684,2060.0054,616.56171,757.42114,923.23901,1100.9333,1279.9928,124.30785,1607.4911,1857.8114,290.9689,435.34384,2247,607,905,1241,1537,1709,139,1903,2302,217,276,368.60184,83.260513,117.53736,144.8208,175.8416,202.43544,20.089827,257.81168,307.22906,40.158253,62.690918,"00000","0","0",,,,,,
"2048",1.0081898,8.4033012,3,10161,2244,3161,3810,4500,5361,194,7252,8895,776,1402,2061.6423,618.36847,756.7489,922.42102,1100.0933,1279.9821,124.42648,1607.6405,1857.7695,290.15512,436.26779,9359,1896,3031,3870,5125,6117,217,7598,9142,841,1242,393.03683,93.43158,131.2691,161.92706,195.03943,220.29514,24.406166,278.61472,330.94879,45.09074,71.418808,"00000","0","0",,,,,,
"2049",2.1631958,8.3211269,3,8237,2067,2926,3542,4142,4827,184,6201,7384,738,1317,2072.9734,623.90796,761.54034,928.30811,1101.5145,1284.7733,128.97487,1609.8859,1861.4481,287.2963,436.4733,10697,2170,3379,4325,5737,6900,202,8760,10481,893,1395,396.86856,98.093201,137.55099,166.88573,199.36847,225.10452,24.403763,285.36612,336.81796,47.439869,74.18087,"00000","0","0",,,,,,
"2050",3.1643538,8.7528858,5,15690,2579,3569,4375,5378,6773,192,10146,13212,789,1499,2034.2546,611.56897,757.15137,912.48608,1101.5627,1286.4867,124.45738,1602.3513,1847.4994,287.66611,434.19351,5000,1152,1944,2188,2818,3462,294,4409,5138,746,970,377.29965,85.668533,118.80629,145.55321,179.81885,203.49927,23.749695,259.24216,311.23032,42.923431,64.163971,"00000","0","0",,,,,,
"2051",2.7570474,9.6528711,4,22203,2397,3515,5073,7391,10001,168,14514,18993,584,1265,2013.4755,608.7403,752.68549,912.84412,1106.5223,1284.55,118.82298,1593.5979,1834.4724,291.28989,439.95819,94,316,340,283,314,245,100,458,380,389,326,341.93027,76.196312,104.74017,128.78375,156.53067,182.89536,19.962229,238.47108,285.60373,37.570385,59.575844,"00000","0","0",,,,,,
"2052",2.2408662,9.4984188,3,19543,2164,3135,4534,6616,8926,150,12806,16700,542,1160,2040.7161,610.73907,755.12048,920.2843,1104.7139,1285.1292,120.33389,1603.1892,1849.0269,293.70316,435.10544,2094,383,411,451,556,616,72,1357,1678,390,334,347.42142,67.48175,83.338615,114.88015,140.5945,172.92157,18.048922,231.46176,276.70419,37.687687,54.968414,"00000","0","0",,,,,,
"2053",2.8367467,8.8260393,4,35116,5150,7198,8932,11732,15466,287,23621,29567,1333,2929,2004.7599,604.41101,751.73212,909.16858,1107.2887,1286.6268,118.53236,1591.5507,1829.4733,293.32959,440.69266,1759,826,1238,1223,1312,1499,363,1784,2218,887,802,374.23947,82.615471,111.59041,138.20383,173.05974,197.08925,21.883224,251.48901,305.09412,41.303383,66.076149,"00000","0","0",,,,,,
"2054",0.81765091,9.1946173,2,36489,5251,7337,9073,11996,15961,279,24566,30622,1339,2991,1996.748,598.00244,747.61694,904.29956,1110.0884,1294.0192,128.08701,1592.4811,1826.1281,304.14178,445.888,526,828,1138,1070,981,1053,345,1123,1304,895,832,359.05902,86.819519,116.95645,138.17169,157.68578,184.23666,21.70043,236.0298,289.97888,40.93327,66.392776,"00000","0","0",,,,,,
"2055",0.79745936,9.3022413,2,38328,5424,7573,9364,12472,16700,274,25825,32154,1354,3084,1981.9443,593.17798,743.01489,904.89868,1108.743,1293.7426,138.03152,1587.175,1819.1031,300.64462,446.2598,495,1000,1305,1292,1100,1088,344,1258,1479,932,914,355.99899,95.4589,127.47414,151.29707,177.89056,197.31357,20.261904,262.59906,311.33978,43.302578,67.430611,"00000","0","0",,,,,,
"2056",0.67373359,8.9937553,2,40896,5677,7925,9862,13233,17817,277,27579,34412,1388,3217,1963.2767,595.43262,742.04041,905.83411,1101.5503,1290.3915,144.57578,1581.1844,1808.8209,300.80353,451.82394,1565,1259,1597,1744,1734,1680,348,2277,2708,992,1049,368.60495,102.20489,134.50566,159.9425,188.00623,208.81676,22.232996,274.68573,325.17773,46.273357,71.806511,"00000","0","0",,,,,,
"2057",1.460696,8.7599192,3,43830,5975,8346,10500,14196,19186,285,29647,37050,1445,3395,1945.9835,590.61768,741.7168,907.22253,1100.1053,1287.7397,138.48224,1571.5647,1796.9711,306.73495,458.75653,2690,1585,1956,2264,2490,2430,363,3433,4069,1072,1226,378.53598,109.48255,141.23338,167.76752,198.66618,217.00281,23.363462,284.55237,336.31534,48.448799,74.991768,"00000","0","0",,,,,,
"2058",2.8226852,9.3912878,4,27565,3596,5349,7679,10716,13913,231,19406,24953,969,2027,2011.8846,608.84137,751.95642,915.24835,1103.9718,1283.1177,118.07332,1594.6193,1836.5591,289.28479,439.57962,1030,616,865,886,1161,1322,302,1636,1725,624,527,351.43774,69.622978,99.688011,123.771,156.05655,179.13995,19.216263,231.53918,283.55878,35.810368,54.746784,03/18,"0","0",,,,,,
"2059",0.73677754,9.3249826,2,26031,3376,5091,7408,10279,13250,201,18303,23728,874,1854,2017.6719,617.03174,757.492,915.66168,1099.3397,1282.0309,122.34836,1596.1002,1839.3627,289.9353,436.0271,765,543,720,668,837,978,252,1278,1513,542,439,353.61542,77.362793,107.84234,129.02502,158.12357,186.6622,17.207727,241.39354,293.30493,32.803886,56.476418,03/18,"0","0",,,,,,
"2060",0.76515615,9.1013088,2,24527,3179,4861,7171,9884,12631,171,17242,22532,798,1709,2022.413,618.98975,760.52899,917.84662,1097.7509,1278.4552,122.23008,1598.4874,1841.234,286.99323,440.29581,1618,614,790,750,867,1132,202,1708,2356,488,422,362.19281,79.601555,109.51622,131.84821,155.50006,187.00192,16.242249,247.49289,301.17203,31.481747,55.977417,03/18,"0","0",,,,,,
"2061",0.83900261,8.7074709,2,24579,3097,4785,7131,9793,12499,146,17065,22566,734,1611,2019.9923,622.79785,760.80499,918.09698,1098.9429,1277.387,127.88051,1599.4786,1844.0503,292.09998,446.99429,2761,817,1056,1077,1242,1702,161,2635,3629,450,485,378.63693,86.38678,115.50546,141.6169,164.45895,196.30786,14.260245,260.83432,318.40985,31.699907,51.254818,03/18,"0","0",,,,,,
"2062",0.78372598,8.3087072,2,26205,3133,4877,7303,10021,12860,124,17794,23840,680,1567,2008.5267,625.18073,755.90356,916.25214,1097.9355,1284.5724,139.71709,1602.9622,1838.8949,294.01169,455.74219,4116,1127,1443,1610,1854,2568,126,3831,5218,449,603,396.86893,98.688026,127.01168,154.56377,176.62712,213.47479,15.292436,280.82587,339.12128,32.652618,58.762741,03/18,"0","0",,,,,,
"2063",0.4320949,7.9322853,2,28403,3260,5117,7674,10563,13655,115,19140,25724,653,1571,1981.2678,630.08203,763.99164,920.53949,1099.4227,1287.9838,148.66637,1598.9373,1825.1122,296.62375,473.69647,5459,1480,1855,2149,2523,3474,103,5091,6851,475,762,415.76593,113.63477,141.59169,171.0022,194.98642,231.17342,16.274858,303.20776,361.27032,37.564026,66.663757,"00000","0","0",,,,,,
"2064",2.0422227,7.8811874,4,31226,3491,5519,8272,11439,14897,116,21131,28262,665,1665,1940.3138,629.23529,771.96594,911.9234,1095.8663,1281.9043,168.20403,1581.3586,1797.5961,312.56918,487.61877,6814,1898,2327,2767,3254,4479,94,6526,8557,565,983,418.44736,123.25819,149.18291,176.34258,203.39453,238.28732,22.676428,311.32166,368.01862,48.314339,75.815308,"00000","0","0",,,,,,
"2065",1.1670947,7.1041608,3,16080,2238,3150,4027,5125,6899,74,11018,14010,426,1105,2079.0872,682.54584,799.81476,956.67114,1104.8767,1297.3949,94.586044,1630.196,1888.0559,304.85135,489.22708,11362,1908,2806,3157,4081,5286,80,7888,11150,445,1055,464.87003,127.42048,169.95784,201.78453,225.9006,259.85266,23.79735,331.64328,399.58673,45.537449,84.41169,"00000","0","0",,,,,,
"2066",0.61803937,7.4395871,2,13264,1887,2678,3425,4328,5791,62,9194,11593,362,931,2096.5977,693.57251,804.45087,964.44934,1107.3192,1301.2734,84.128418,1636.4456,1897.3605,309.06763,488.49347,9769,1528,2272,2559,3275,4214,66,6467,9305,361,832,443.74564,111.0577,152.53671,182.24359,207.60341,238.55159,19.964571,308.1864,375.69186,40.497173,74.575188,"00000","0","0",,,,,,
"2067",1.8919697,7.7164698,3,10904,1633,2352,3053,3834,5052,53,7792,9653,304,789,2108.3542,698.82239,812.69867,971.96185,1109.8906,1303.687,101.87495,1638.8475,1903.3862,314.93878,492.73386,8198,1202,1802,2015,2538,3194,50,5138,7495,281,634,428.19962,104.29316,145.88914,171.93059,194.47475,224.92969,17.123039,291.10858,358.71005,35.276894,66.497787,"00000","0","0",,,,,,
"2068",2.049541,8.7684441,3,6226,673,1034,1450,1902,2504,29,3940,5266,131,324,2117.7783,702.34082,818.42035,977.24609,1112.7151,1307.5847,101.42883,1642.8787,1910.3704,322.85919,496.62866,2307,340,669,763,1096,1352,14,1627,2462,71,178,376.44241,82.294746,108.86205,139.46721,163.91837,192.09554,8.8180838,247.08054,315.93295,26.161148,48.051517,14/18,"0","0",,,,,,
"2069",1.6492001,9.1439314,3,3758,425,683,956,1294,1671,27,2502,3234,118,256,2214.7671,670.56409,839.72217,993.39679,1135.2958,1323.244,171.24655,1655.2175,1943.6559,338.35947,509.81198,1124,200,338,390,561,776,0,805,1224,46,103,360.88629,66.123901,98.787178,121.34431,151.96223,175.40068,10.294907,227.04459,289.57281,21.314835,41.358685,14/18,"0","0",,,,,,
"2070",4.0411263,8.8086519,5,6868,735,1151,1580,2136,2778,45,4333,5518,237,489,2217.3691,606.76666,818.9812,968.56805,1145.1368,1304.9144,134.56313,1655.5541,1898.2798,318.74323,465.2933,535,263,240,288,421,506,16,718,838,125,212,374.5578,71.781517,97.566299,128.47523,159.42653,184.49435,12.911253,239.57362,294.91739,29.347729,52.194324,"00000","0","0",,,,,,
"2071",2.0273404,9.3417339,3,3291,307,525,714,975,1255,20,1986,2566,95,208,2260.2832,617.11316,838.63135,981.72797,1159.4135,1319.0599,140.70093,1666.2294,1918.4202,331.20599,491.83704,135,38,106,145,232,329,4,268,238,10,24,353.36011,58.449451,83.750488,111.72495,144.04504,169.65887,10.051534,219.75211,280.9281,21.083069,42.581944,13/18,"0","0",,,,,,
"2072",1.979027,9.5588875,3,3282,293,507,699,956,1238,20,1964,2546,90,194,2272.5073,624.90668,840.1817,985.76343,1162.4688,1325.8152,115.09565,1672.046,1925.9133,333.94379,496.65958,89,16,43,70,137,162,3,160,165,6,13,345.11761,53.95668,75.621651,103.71552,130.21669,154.12436,9.6399288,202.22055,257.3299,17.497545,36.75312,13/18,"0","0",,,,,,
"2073",4.2941446,8.6866932,5,6536,599,1023,1413,1944,2522,39,3980,5152,186,382,2218.5601,608.73822,819.77704,970.03717,1146.5089,1305.6843,132.34805,1655.9445,1897.8044,320.9548,466.23322,2144,149,264,357,391,576,9,904,1658,24,60,379.9032,67.081261,94.610794,121.80164,151.39549,175.621,10.296033,231.90102,288.04373,24.912344,45.93655,15/18,"0","0",,,,,,
"2074",2.3130546,9.5925694,3,3274,311,522,721,994,1292,29,2024,2578,108,203,2249.0869,618.84998,819.34216,978.85193,1156.4991,1323.6071,143.00368,1671.1379,1908.9337,334.3656,481.09512,203,94,128,137,217,241,4,369,334,44,83,343.82288,54.534374,75.520958,103.3319,131.66937,157.7713,7.9415412,205.57922,254.87846,21.523722,39.293865,"00000","0","0",,,,,,
"2075",3.0386162,8.8011541,5,17624,1911,3033,4144,5653,7334,93,11302,14296,581,1244,2171.074,610.95966,799.71747,952.60309,1132.1747,1297.0623,142.52283,1637.3945,1879.5161,307.93906,446.32214,1936,629,722,893,1324,1608,66,2288,2463,316,497,374.73639,75.899208,105.43444,134.30312,164.63428,190.20351,14,246.68982,295.51166,32.591843,56.241684,"00000","0","0",,,,,,
"2076",2.5277767,8.4538641,4,17418,2026,2889,3989,5477,7237,128,11601,14267,725,1411,2141.3284,601.13434,791.46344,937.46704,1129.2727,1286.7595,145.10629,1624.3025,1861.8412,300.32376,430.08514,1441,718,879,977,1499,1869,90,2610,2358,435,656,390.29138,83.617317,115.91743,147.84746,179.65741,205.89793,14.86742,262.06668,310.01843,38.338825,62.271988,"00000","0","0",,,,,,
"2077",1.6677941,8.7387552,3,9785,1011,1657,2240,3115,4010,86,6244,7917,342,624,2131.947,597.85944,792.49091,933.49432,1126.3816,1284.016,148.38605,1620.5615,1857.3445,299.29779,428.91806,1804,492,684,834,1151,1367,50,2044,2141,249,363,377.92236,81.092758,114.1294,143.46014,176.09863,207.52422,16.381271,267.03113,314.40182,39.017506,60.473087,"00000","0","0",,,,,,
"2078",1.5572994,9.0130491,2,6520,640,1068,1463,2029,2628,51,4109,5216,211,398,2169.3777,606.85406,801.45056,952.65308,1135.671,1300.1807,150.99516,1637.4338,1867.5516,313.01691,446.58392,419,232,308,316,525,566,14,868,757,128,186,366.37265,73.372795,102.44479,133.35779,163.41066,193.35963,12.338108,252.16597,300.0502,32.777794,54.002457,"00000","0","0",,,,,,
"2079",3.0229108,8.2847557,4,29518,3251,4895,6699,9266,12143,210,19373,24054,1104,2130,2112.8506,597.10455,784.64886,927.0744,1122.2477,1275.3894,149.43805,1610.861,1848.8495,291.84418,420.8559,4992,1702,2219,2681,3759,4676,201,6722,6610,932,1345,398.71414,93.574051,128.5448,160.30289,196.64977,225.336,19.970722,289.5531,336.44925,47.85656,70.93631,"00000","0","0",,,,,,
"2080",3.66994,8.0084648,4,8326,915,1706,2307,3172,3922,46,5294,7073,199,447,2113.332,664.81818,795.51184,960.28821,1115.4359,1292.7915,179.82132,1629.7317,1896.4377,332.63541,494.22614,2646,309,415,598,766,998,0,1607,2463,48,131,412.09732,91.177231,126.87393,153.54852,180.10625,207.84122,14.544518,272.91354,339.42087,30.949766,57.373459,"00000","0","0",,,,,,
"2081",2.9918995,7.0390286,5,35532,4288,6570,8759,11546,15256,115,23442,30595,704,1998,2010.7649,650.01385,771.03961,929.59497,1094.998,1289.8938,133.83296,1608.2926,1841.924,298.32318,480.84579,24777,4535,6441,7769,9816,12916,106,18705,25767,913,2301,469.21896,143.88318,179.25163,212.49457,232.45103,271.71893,26.355076,350.35193,412.30429,56.238316,95.502411,"00000","1","0",,,,,,
"2082",2.2679019,7.039134,4,24780,3129,4501,5946,7708,10388,95,16606,21446,542,1478,2045.8154,667.74805,785.99884,943.43121,1096.3855,1295.0996,132.05688,1620.4639,1866.4564,295.93643,483.02271,19152,3355,4902,5805,7310,9639,100,14103,19506,687,1728,469.21222,136.4964,176.99524,208.33887,233.49443,267.18625,21.909723,343.79407,408.71649,49.689198,90.326073,"00000","1","0",,,,,,
"2083",3.0858226,6.7387714,5,44037,5338,9671,14378,18648,23499,143,31322,37793,791,2367,1813.4838,602.06128,754.59949,916.3255,1113.3944,1262.2458,149.78827,1458.1528,1685.4122,305.67838,457.46732,29823,4565,5518,7409,10023,13303,104,19346,23224,803,2871,493.80643,142.63062,212.80864,267.22446,316.52158,362.33926,37.783352,415.18173,448.39615,84.568321,119.7491,"00000","1","0",,,,,,
"2084",2.3381293,7.065671,4,41398,5018,9238,13726,17622,22122,112,29474,35390,697,2172,1871.7852,627.78931,769.9386,907.73212,1108.1461,1278.7892,138.533,1473.2157,1701.4198,335.52255,472.99774,25833,4077,4836,6346,8563,11441,78,16822,19992,655,2597,470.4801,127.63793,173.30211,231.36455,278.66809,328.16812,24.963572,383.86267,419.89841,69.685455,101.85097,"00000","1","0",,,,,,
"2085",2.1165476,7.4551153,4,28085,4147,5624,7102,9256,12291,85,17632,22525,712,2108,1896.2061,636.43921,788.3559,924.41003,1115.3969,1287.6238,144.47804,1484.2769,1710.696,339.89905,467.55737,3194,2597,3203,4154,4094,3971,66,3983,3655,680,1558,443.27798,128.38591,171.85394,219.18227,259.44879,300.74744,19.170576,349.93622,386.97763,57.395256,96.734177,"00000","1","0",,,,,,
"2086",0.15863562,7.5572176,2,25052,3781,5035,6269,8008,10638,72,15494,19865,647,1939,1925.3295,637.04132,792.24286,927.50995,1114.5564,1300.9979,152.96906,1497.475,1723.0541,334.39227,474.5025,1981,2284,2738,3430,3300,3000,52,2728,2313,637,1419,437.34894,123.85061,162.80501,212.9187,250.2267,290.2012,16.82065,341.90594,379.2547,52.552948,93.490181,"00000","1","0",,,,,,
"2087",0.74986613,7.5953908,2,22152,3515,4572,5582,6945,9147,69,13521,17374,616,1830,1952.5393,632.09253,795.47882,930.77222,1110.8679,1302.6295,163.40073,1511.1597,1734.0652,334.97998,477.07672,777,2021,2320,2803,2541,2121,46,1533,1039,626,1315,435.15155,119.72128,155.91292,206.38762,244.85826,283.07236,17.324858,336.4136,375.72214,51.045509,91.18306,"00000","1","0",,,,,,
"2088",3.4381931,7.4655995,4,19657,3376,4298,5154,6267,8091,88,11987,15313,628,1786,1993.9236,619.42279,791.88019,931.12787,1104.9817,1294.5555,166.42068,1528.8182,1750.8813,324.50439,477.29526,749,1910,2124,2583,2361,1942,59,1338,874,689,1286,444.96945,113.24642,142.65367,172.99829,223.09923,267.95236,18.908308,332.3497,377.92453,53.794453,89.274597,"00000","1","0",,,,,,
"2089",2.780174,7.3048167,5,33493,5083,8717,13395,16959,20772,134,25974,29053,883,2651,2016.4984,615.35162,791.95605,925.92725,1091.3524,1283.0737,151.20421,1531.6752,1752.4185,299.79074,466.15106,12478,3485,4025,5355,7379,8977,102,11329,13010,905,2228,454.93631,115.66158,135.9138,191.57724,240.57985,284.22623,24.453529,351.29541,392.51642,63.036758,94.95636,"00000","1","0",,,,,,
"2090",2.9206197,7.1569524,5,40159,5258,8908,13626,17507,22061,172,29037,33853,1020,2877,1984.954,606.9494,785.01111,926.75995,1096.2484,1290.8196,158.93704,1524.3203,1746.3027,284.28818,443.86902,16640,4113,5016,7125,9831,12093,154,15430,17368,1161,2710,464.20163,122.75018,155.95438,210.67967,260.60867,304.28531,31.338081,366.25525,406.20663,71.360893,99.771347,"00000","1","0",,,,,,
"2091",3.2626648,7.4240284,4,23154,3016,5906,9692,12710,15790,53,19188,20849,389,1304,2069.698,649.46362,804.60089,950.35956,1102.8539,1279.9857,179.33965,1550.6041,1768.6661,336.32718,494.10632,8266,2119,2288,2748,3884,5095,6,7409,8762,334,1055,447.58502,91.681442,121.28002,154.26591,214.98259,260.23489,14.856595,327.32297,377.23669,45.363285,70.508438,"00000","1","0",,,,,,
